trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
177.UG.11-SKY-mjp-1.2.R,11:43:00,11:43:00,45513,2,,1,0,22451.71
177.UG.11-SKY-mjp-1.2.R,11:46:00,11:46:00,45511,3,,0,0,22709.36
177.UK.11-SKY-mjp-1.2.R,11:18:00,11:18:00,23173,1,,0,0,0.0
177.UK.11-SKY-mjp-1.2.R,11:43:00,11:43:00,45513,2,,1,0,22451.71
177.UK.11-SKY-mjp-1.2.R,11:46:00,11:46:00,45511,3,,0,0,22709.36
177.UM.11-SKY-mjp-1.2.R,11:18:00,11:18:00,23173,1,,0,0,0.0
177.UM.11-SKY-mjp-1.2.R,11:43:00,11:43:00,45513,2,,1,0,22451.71
177.UM.11-SKY-mjp-1.2.R,11:46:00,11:46:00,45511,3,,0,0,22709.36
177.US.11-SKY-mjp-1.2.R,11:18:00,11:18:00,23173,1,,0,0,0.0
177.US.11-SKY-mjp-1.2.R,11:43:00,11:43:00,45513,2,,1,0,22451.71
177.US.11-SKY-mjp-1.2.R,11:46:00,11:46:00,45511,3,,0,0,22709.36
177.UT.11-SKY-mjp-1.2.R,11:18:00,11:18:00,23173,1,,0,0,0.0
177.UT.11-SKY-mjp-1.2.R,11:43:00,11:43:00,45513,2,,1,0,22451.71
177.UT.11-SKY-mjp-1.2.R,11:46:00,11:46:00,45511,3,,0,0,22709.36
178.T0.11-SKY-mjp-1.2.R,11:28:00,11:28:00,23173,1,,0,0,0.0
178.T0.11-SKY-mjp-1.2.R,11:53:00,11:53:00,45513,2,,1,0,22451.71
178.T0.11-SKY-mjp-1.2.R,11:56:00,11:56:00,45511,3,,0,0,22709.36
178.T2.11-SKY-mjp-1.2.R,16:38:00,16:38:00,23173,1,,0,0,0.0
178.T2.11-SKY-mjp-1.2.R,17:00:00,17:00:00,45513,2,,1,0,22451.71
178.T2.11-SKY-mjp-1.2.R,17:03:00,17:03:00,45511,3,,0,0,22709.36
178.T3.11-SKY-mjp-1.2.R,16:38:00,16:38:00,23173,1,,0,0,0.0
178.T3.11-SKY-mjp-1.2.R,17:00:00,17:00:00,45513,2,,1,0,22451.71
178.T3.11-SKY-mjp-1.2.R,17:03:00,17:03:00,45511,3,,0,0,22709.36
178.UG.11-SKY-mjp-1.2.R,11:28:00,11:28:00,23173,1,,0,0,0.0
178.UG.11-SKY-mjp-1.2.R,11:53:00,11:53:00,45513,2,,1,0,22451.71
178.UG.11-SKY-mjp-1.2.R,11:56:00,11:56:00,45511,3,,0,0,22709.36
178.UK.11-SKY-mjp-1.2.R,11:28:00,11:28:00,23173,1,,0,0,0.0
178.UK.11-SKY-mjp-1.2.R,11:53:00,11:53:00,45513,2,,1,0,22451.71
178.UK.11-SKY-mjp-1.2.R,11:56:00,11:56:00,45511,3,,0,0,22709.36
178.UM.11-SKY-mjp-1.2.R,11:28:00,11:28:00,23173,1,,0,0,0.0
178.UM.11-SKY-mjp-1.2.R,11:53:00,11:53:00,45513,2,,1,0,22451.71
178.UM.11-SKY-mjp-1.2.R,11:56:00,11:56:00,45511,3,,0,0,22709.36
178.US.11-SKY-mjp-1.2.R,11:28:00,11:28:00,23173,1,,0,0,0.0
178.US.11-SKY-mjp-1.2.R,11:53:00,11:53:00,45513,2,,1,0,22451.71
178.US.11-SKY-mjp-1.2.R,11:56:00,11:56:00,45511,3,,0,0,22709.36
178.UT.11-SKY-mjp-1.2.R,11:28:00,11:28:00,23173,1,,0,0,0.0
178.UT.11-SKY-mjp-1.2.R,11:53:00,11:53:00,45513,2,,1,0,22451.71
178.UT.11-SKY-mjp-1.2.R,11:56:00,11:56:00,45511,3,,0,0,22709.36
179.T0.11-SKY-mjp-1.2.R,11:38:00,11:38:00,23173,1,,0,0,0.0
179.T0.11-SKY-mjp-1.2.R,12:03:00,12:03:00,45513,2,,1,0,22451.71
179.T0.11-SKY-mjp-1.2.R,12:06:00,12:06:00,45511,3,,0,0,22709.36
179.T2.11-SKY-mjp-1.2.R,16:48:00,16:48:00,23173,1,,0,0,0.0
179.T2.11-SKY-mjp-1.2.R,17:10:00,17:10:00,45513,2,,1,0,22451.71
179.T2.11-SKY-mjp-1.2.R,17:13:00,17:13:00,45511,3,,0,0,22709.36
179.T3.11-SKY-mjp-1.2.R,16:48:00,16:48:00,23173,1,,0,0,0.0
179.T3.11-SKY-mjp-1.2.R,17:10:00,17:10:00,45513,2,,1,0,22451.71
179.T3.11-SKY-mjp-1.2.R,17:13:00,17:13:00,45511,3,,0,0,22709.36
179.UG.11-SKY-mjp-1.2.R,11:38:00,11:38:00,23173,1,,0,0,0.0
179.UG.11-SKY-mjp-1.2.R,12:03:00,12:03:00,45513,2,,1,0,22451.71
179.UG.11-SKY-mjp-1.2.R,12:06:00,12:06:00,45511,3,,0,0,22709.36
179.UK.11-SKY-mjp-1.2.R,11:38:00,11:38:00,23173,1,,0,0,0.0
179.UK.11-SKY-mjp-1.2.R,12:03:00,12:03:00,45513,2,,1,0,22451.71
179.UK.11-SKY-mjp-1.2.R,12:06:00,12:06:00,45511,3,,0,0,22709.36
179.UM.11-SKY-mjp-1.2.R,11:38:00,11:38:00,23173,1,,0,0,0.0
179.UM.11-SKY-mjp-1.2.R,12:03:00,12:03:00,45513,2,,1,0,22451.71
179.UM.11-SKY-mjp-1.2.R,12:06:00,12:06:00,45511,3,,0,0,22709.36
179.US.11-SKY-mjp-1.2.R,11:38:00,11:38:00,23173,1,,0,0,0.0
179.US.11-SKY-mjp-1.2.R,12:03:00,12:03:00,45513,2,,1,0,22451.71
179.US.11-SKY-mjp-1.2.R,12:06:00,12:06:00,45511,3,,0,0,22709.36
179.UT.11-SKY-mjp-1.2.R,11:38:00,11:38:00,23173,1,,0,0,0.0
179.UT.11-SKY-mjp-1.2.R,12:03:00,12:03:00,45513,2,,1,0,22451.71
179.UT.11-SKY-mjp-1.2.R,12:06:00,12:06:00,45511,3,,0,0,22709.36
18.T0.11-SK4-mjp-1.2.R,19:00:00,19:00:00,48784,1,,0,0,0.0
18.T0.11-SK4-mjp-1.2.R,19:05:00,19:05:00,21220,2,,0,1,987.21
18.T0.11-SK4-mjp-1.2.R,19:18:00,19:18:00,48786,3,,0,1,11756.99
18.T0.11-SK4-mjp-1.2.R,19:26:00,19:26:00,17507,4,,0,1,17511.92
18.T0.11-SK4-mjp-1.2.R,19:32:00,19:32:00,9629,5,,0,1,21095.69
18.T0.11-SK4-mjp-1.2.R,19:38:00,19:38:00,20988,6,,0,1,24314.85
18.T0.11-SK4-mjp-1.2.R,19:43:00,19:43:00,48787,7,,0,1,27136.77
18.T0.11-SK4-mjp-1.2.R,19:51:00,19:51:00,3633,8,,0,1,31924.1
18.T0.11-SK4-mjp-1.2.R,19:54:00,19:54:00,3245,9,,0,1,32765.17
18.T0.11-SK4-mjp-1.2.R,19:57:00,19:57:00,3749,10,,0,1,34134.66
18.T0.11-SK4-mjp-1.2.R,20:00:00,20:00:00,3752,11,,0,1,35087.41
18.T0.11-SK4-mjp-1.2.R,20:05:00,20:05:00,901,12,,0,1,36677.51
18.T0.11-SK4-mjp-1.2.R,20:10:00,20:10:00,910,13,,0,1,39028.54
18.T0.11-SK4-mjp-1.2.R,20:45:00,20:45:00,48578,14,,0,0,70333.92
18.T0.11-SKY-mjp-1.1.H,18:50:00,18:50:00,48578,1,,0,0,0.0
18.T0.11-SKY-mjp-1.1.H,18:53:00,18:53:00,45513,2,,0,1,1455.41
18.T0.11-SKY-mjp-1.1.H,18:56:00,18:56:00,45511,3,,0,1,1713.06
18.T0.11-SKY-mjp-1.1.H,19:19:00,19:19:00,23175,4,,0,0,23924.44
18.T2.11-SK4-mjp-1.2.R,18:05:00,18:05:00,48784,1,,0,0,0.0
18.T2.11-SK4-mjp-1.2.R,18:07:00,18:07:00,21220,2,,0,1,987.21
18.T2.11-SK4-mjp-1.2.R,18:21:00,18:21:00,48786,3,,0,1,11756.99
18.T2.11-SK4-mjp-1.2.R,18:29:00,18:29:00,17507,4,,0,1,17511.92
18.T2.11-SK4-mjp-1.2.R,18:34:00,18:34:00,9629,5,,0,1,21095.69
18.T2.11-SK4-mjp-1.2.R,18:41:00,18:41:00,20988,6,,0,1,24314.85
18.T2.11-SK4-mjp-1.2.R,18:47:00,18:47:00,48787,7,,0,1,27136.77
18.T2.11-SK4-mjp-1.2.R,18:54:00,18:54:00,3633,8,,0,1,31924.1
18.T2.11-SK4-mjp-1.2.R,18:59:00,18:59:00,3245,9,,0,1,32765.17
18.T2.11-SK4-mjp-1.2.R,19:05:00,19:05:00,3749,10,,0,1,34134.66
18.T2.11-SK4-mjp-1.2.R,19:08:00,19:08:00,3752,11,,0,1,35087.41
18.T2.11-SK4-mjp-1.2.R,19:14:00,19:14:00,901,12,,0,1,36677.51
18.T2.11-SK4-mjp-1.2.R,19:21:00,19:21:00,910,13,,0,1,39028.54
18.T2.11-SK4-mjp-1.2.R,19:54:00,19:54:00,48578,14,,0,0,70333.92
18.T2.11-SKY-mjp-1.1.H,07:50:00,07:50:00,48578,1,,0,0,0.0
18.T2.11-SKY-mjp-1.1.H,07:53:00,07:53:00,45513,2,,0,1,1455.41
18.T2.11-SKY-mjp-1.1.H,07:56:00,07:56:00,45511,3,,0,1,1713.06
18.T2.11-SKY-mjp-1.1.H,08:19:00,08:19:00,23175,4,,0,0,23924.44
18.T3.11-SK4-mjp-1.2.R,18:05:00,18:05:00,48784,1,,0,0,0.0
18.T3.11-SK4-mjp-1.2.R,18:07:00,18:07:00,21220,2,,0,1,987.21
18.T3.11-SK4-mjp-1.2.R,18:21:00,18:21:00,48786,3,,0,1,11756.99
18.T3.11-SK4-mjp-1.2.R,18:29:00,18:29:00,17507,4,,0,1,17511.92
18.T3.11-SK4-mjp-1.2.R,18:34:00,18:34:00,9629,5,,0,1,21095.69
18.T3.11-SK4-mjp-1.2.R,18:41:00,18:41:00,20988,6,,0,1,24314.85
18.T3.11-SK4-mjp-1.2.R,18:47:00,18:47:00,48787,7,,0,1,27136.77
18.T3.11-SK4-mjp-1.2.R,18:54:00,18:54:00,3633,8,,0,1,31924.1
18.T3.11-SK4-mjp-1.2.R,18:59:00,18:59:00,3245,9,,0,1,32765.17
18.T3.11-SK4-mjp-1.2.R,19:05:00,19:05:00,3749,10,,0,1,34134.66
18.T3.11-SK4-mjp-1.2.R,19:08:00,19:08:00,3752,11,,0,1,35087.41
18.T3.11-SK4-mjp-1.2.R,19:14:00,19:14:00,901,12,,0,1,36677.51
18.T3.11-SK4-mjp-1.2.R,19:21:00,19:21:00,910,13,,0,1,39028.54
18.T3.11-SK4-mjp-1.2.R,19:54:00,19:54:00,48578,14,,0,0,70333.92
18.T3.11-SKY-mjp-1.1.H,07:50:00,07:50:00,48578,1,,0,0,0.0
18.T3.11-SKY-mjp-1.1.H,07:53:00,07:53:00,45513,2,,0,1,1455.41
18.T3.11-SKY-mjp-1.1.H,07:56:00,07:56:00,45511,3,,0,1,1713.06
18.T3.11-SKY-mjp-1.1.H,08:19:00,08:19:00,23175,4,,0,0,23924.44
18.UG.11-SK4-mjp-1.2.R,18:05:00,18:05:00,48784,1,,0,0,0.0
18.UG.11-SK4-mjp-1.2.R,18:07:00,18:07:00,21220,2,,0,1,987.21
18.UG.11-SK4-mjp-1.2.R,18:21:00,18:21:00,48786,3,,0,1,11756.99
18.UG.11-SK4-mjp-1.2.R,18:29:00,18:29:00,17507,4,,0,1,17511.92
18.UG.11-SK4-mjp-1.2.R,18:34:00,18:34:00,9629,5,,0,1,21095.69
18.UG.11-SK4-mjp-1.2.R,18:41:00,18:41:00,20988,6,,0,1,24314.85
18.UG.11-SK4-mjp-1.2.R,18:47:00,18:47:00,48787,7,,0,1,27136.77
18.UG.11-SK4-mjp-1.2.R,18:54:00,18:54:00,3633,8,,0,1,31924.1
18.UG.11-SK4-mjp-1.2.R,18:59:00,18:59:00,3245,9,,0,1,32765.17
18.UG.11-SK4-mjp-1.2.R,19:05:00,19:05:00,3749,10,,0,1,34134.66
18.UG.11-SK4-mjp-1.2.R,19:08:00,19:08:00,3752,11,,0,1,35087.41
18.UG.11-SK4-mjp-1.2.R,19:14:00,19:14:00,901,12,,0,1,36677.51
18.UG.11-SK4-mjp-1.2.R,19:21:00,19:21:00,910,13,,0,1,39028.54
18.UG.11-SK4-mjp-1.2.R,19:54:00,19:54:00,48578,14,,0,0,70333.92
18.UG.11-SKY-mjp-1.1.H,18:50:00,18:50:00,48578,1,,0,0,0.0
18.UG.11-SKY-mjp-1.1.H,18:53:00,18:53:00,45513,2,,0,1,1455.41
18.UG.11-SKY-mjp-1.1.H,18:56:00,18:56:00,45511,3,,0,1,1713.06
18.UG.11-SKY-mjp-1.1.H,19:19:00,19:19:00,23175,4,,0,0,23924.44
18.UK.11-SK4-mjp-1.2.R,18:05:00,18:05:00,48784,1,,0,0,0.0
18.UK.11-SK4-mjp-1.2.R,18:07:00,18:07:00,21220,2,,0,1,987.21
18.UK.11-SK4-mjp-1.2.R,18:21:00,18:21:00,48786,3,,0,1,11756.99
18.UK.11-SK4-mjp-1.2.R,18:29:00,18:29:00,17507,4,,0,1,17511.92
18.UK.11-SK4-mjp-1.2.R,18:34:00,18:34:00,9629,5,,0,1,21095.69
18.UK.11-SK4-mjp-1.2.R,18:41:00,18:41:00,20988,6,,0,1,24314.85
18.UK.11-SK4-mjp-1.2.R,18:47:00,18:47:00,48787,7,,0,1,27136.77
18.UK.11-SK4-mjp-1.2.R,18:54:00,18:54:00,3633,8,,0,1,31924.1
18.UK.11-SK4-mjp-1.2.R,18:59:00,18:59:00,3245,9,,0,1,32765.17
18.UK.11-SK4-mjp-1.2.R,19:05:00,19:05:00,3749,10,,0,1,34134.66
18.UK.11-SK4-mjp-1.2.R,19:08:00,19:08:00,3752,11,,0,1,35087.41
18.UK.11-SK4-mjp-1.2.R,19:14:00,19:14:00,901,12,,0,1,36677.51
18.UK.11-SK4-mjp-1.2.R,19:21:00,19:21:00,910,13,,0,1,39028.54
18.UK.11-SK4-mjp-1.2.R,19:54:00,19:54:00,48578,14,,0,0,70333.92
18.UK.11-SKY-mjp-1.1.H,18:50:00,18:50:00,48578,1,,0,0,0.0
18.UK.11-SKY-mjp-1.1.H,18:53:00,18:53:00,45513,2,,0,1,1455.41
18.UK.11-SKY-mjp-1.1.H,18:56:00,18:56:00,45511,3,,0,1,1713.06
18.UK.11-SKY-mjp-1.1.H,19:19:00,19:19:00,23175,4,,0,0,23924.44
18.UM.11-SK4-mjp-1.2.R,18:05:00,18:05:00,48784,1,,0,0,0.0
18.UM.11-SK4-mjp-1.2.R,18:07:00,18:07:00,21220,2,,0,1,987.21
18.UM.11-SK4-mjp-1.2.R,18:21:00,18:21:00,48786,3,,0,1,11756.99
18.UM.11-SK4-mjp-1.2.R,18:29:00,18:29:00,17507,4,,0,1,17511.92
18.UM.11-SK4-mjp-1.2.R,18:34:00,18:34:00,9629,5,,0,1,21095.69
18.UM.11-SK4-mjp-1.2.R,18:41:00,18:41:00,20988,6,,0,1,24314.85
18.UM.11-SK4-mjp-1.2.R,18:47:00,18:47:00,48787,7,,0,1,27136.77
18.UM.11-SK4-mjp-1.2.R,18:54:00,18:54:00,3633,8,,0,1,31924.1
18.UM.11-SK4-mjp-1.2.R,18:59:00,18:59:00,3245,9,,0,1,32765.17
18.UM.11-SK4-mjp-1.2.R,19:05:00,19:05:00,3749,10,,0,1,34134.66
18.UM.11-SK4-mjp-1.2.R,19:08:00,19:08:00,3752,11,,0,1,35087.41
18.UM.11-SK4-mjp-1.2.R,19:14:00,19:14:00,901,12,,0,1,36677.51
18.UM.11-SK4-mjp-1.2.R,19:21:00,19:21:00,910,13,,0,1,39028.54
18.UM.11-SK4-mjp-1.2.R,19:54:00,19:54:00,48578,14,,0,0,70333.92
18.UM.11-SKY-mjp-1.1.H,18:50:00,18:50:00,48578,1,,0,0,0.0
18.UM.11-SKY-mjp-1.1.H,18:53:00,18:53:00,45513,2,,0,1,1455.41
18.UM.11-SKY-mjp-1.1.H,18:56:00,18:56:00,45511,3,,0,1,1713.06
18.UM.11-SKY-mjp-1.1.H,19:19:00,19:19:00,23175,4,,0,0,23924.44
18.US.11-SK4-mjp-1.2.R,18:05:00,18:05:00,48784,1,,0,0,0.0
18.US.11-SK4-mjp-1.2.R,18:07:00,18:07:00,21220,2,,0,1,987.21
18.US.11-SK4-mjp-1.2.R,18:21:00,18:21:00,48786,3,,0,1,11756.99
18.US.11-SK4-mjp-1.2.R,18:29:00,18:29:00,17507,4,,0,1,17511.92
18.US.11-SK4-mjp-1.2.R,18:34:00,18:34:00,9629,5,,0,1,21095.69
18.US.11-SK4-mjp-1.2.R,18:41:00,18:41:00,20988,6,,0,1,24314.85
18.US.11-SK4-mjp-1.2.R,18:47:00,18:47:00,48787,7,,0,1,27136.77
18.US.11-SK4-mjp-1.2.R,18:54:00,18:54:00,3633,8,,0,1,31924.1
18.US.11-SK4-mjp-1.2.R,18:59:00,18:59:00,3245,9,,0,1,32765.17
18.US.11-SK4-mjp-1.2.R,19:05:00,19:05:00,3749,10,,0,1,34134.66
18.US.11-SK4-mjp-1.2.R,19:08:00,19:08:00,3752,11,,0,1,35087.41
18.US.11-SK4-mjp-1.2.R,19:14:00,19:14:00,901,12,,0,1,36677.51
18.US.11-SK4-mjp-1.2.R,19:21:00,19:21:00,910,13,,0,1,39028.54
18.US.11-SK4-mjp-1.2.R,19:54:00,19:54:00,48578,14,,0,0,70333.92
18.US.11-SKY-mjp-1.1.H,18:50:00,18:50:00,48578,1,,0,0,0.0
18.US.11-SKY-mjp-1.1.H,18:53:00,18:53:00,45513,2,,0,1,1455.41
18.US.11-SKY-mjp-1.1.H,18:56:00,18:56:00,45511,3,,0,1,1713.06
18.US.11-SKY-mjp-1.1.H,19:19:00,19:19:00,23175,4,,0,0,23924.44
18.UT.11-SK4-mjp-1.2.R,18:05:00,18:05:00,48784,1,,0,0,0.0
18.UT.11-SK4-mjp-1.2.R,18:07:00,18:07:00,21220,2,,0,1,987.21
18.UT.11-SK4-mjp-1.2.R,18:21:00,18:21:00,48786,3,,0,1,11756.99
18.UT.11-SK4-mjp-1.2.R,18:29:00,18:29:00,17507,4,,0,1,17511.92
18.UT.11-SK4-mjp-1.2.R,18:34:00,18:34:00,9629,5,,0,1,21095.69
18.UT.11-SK4-mjp-1.2.R,18:41:00,18:41:00,20988,6,,0,1,24314.85
18.UT.11-SK4-mjp-1.2.R,18:47:00,18:47:00,48787,7,,0,1,27136.77
18.UT.11-SK4-mjp-1.2.R,18:54:00,18:54:00,3633,8,,0,1,31924.1
18.UT.11-SK4-mjp-1.2.R,18:59:00,18:59:00,3245,9,,0,1,32765.17
18.UT.11-SK4-mjp-1.2.R,19:05:00,19:05:00,3749,10,,0,1,34134.66
18.UT.11-SK4-mjp-1.2.R,19:08:00,19:08:00,3752,11,,0,1,35087.41
18.UT.11-SK4-mjp-1.2.R,19:14:00,19:14:00,901,12,,0,1,36677.51
18.UT.11-SK4-mjp-1.2.R,19:21:00,19:21:00,910,13,,0,1,39028.54
18.UT.11-SK4-mjp-1.2.R,19:54:00,19:54:00,48578,14,,0,0,70333.92
18.UT.11-SKY-mjp-1.1.H,18:50:00,18:50:00,48578,1,,0,0,0.0
18.UT.11-SKY-mjp-1.1.H,18:53:00,18:53:00,45513,2,,0,1,1455.41
18.UT.11-SKY-mjp-1.1.H,18:56:00,18:56:00,45511,3,,0,1,1713.06
18.UT.11-SKY-mjp-1.1.H,19:19:00,19:19:00,23175,4,,0,0,23924.44
180.T0.11-SKY-mjp-1.2.R,11:48:00,11:48:00,23173,1,,0,0,0.0
180.T0.11-SKY-mjp-1.2.R,12:13:00,12:13:00,45513,2,,1,0,22451.71
180.T0.11-SKY-mjp-1.2.R,12:16:00,12:16:00,45511,3,,0,0,22709.36
180.T2.11-SKY-mjp-1.2.R,16:58:00,16:58:00,23173,1,,0,0,0.0
180.T2.11-SKY-mjp-1.2.R,17:20:00,17:20:00,45513,2,,1,0,22451.71
180.T2.11-SKY-mjp-1.2.R,17:23:00,17:23:00,45511,3,,0,0,22709.36
180.T3.11-SKY-mjp-1.2.R,16:58:00,16:58:00,23173,1,,0,0,0.0
180.T3.11-SKY-mjp-1.2.R,17:20:00,17:20:00,45513,2,,1,0,22451.71
180.T3.11-SKY-mjp-1.2.R,17:23:00,17:23:00,45511,3,,0,0,22709.36
180.UG.11-SKY-mjp-1.2.R,11:48:00,11:48:00,23173,1,,0,0,0.0
180.UG.11-SKY-mjp-1.2.R,12:13:00,12:13:00,45513,2,,1,0,22451.71
180.UG.11-SKY-mjp-1.2.R,12:16:00,12:16:00,45511,3,,0,0,22709.36
180.UK.11-SKY-mjp-1.2.R,11:48:00,11:48:00,23173,1,,0,0,0.0
180.UK.11-SKY-mjp-1.2.R,12:13:00,12:13:00,45513,2,,1,0,22451.71
180.UK.11-SKY-mjp-1.2.R,12:16:00,12:16:00,45511,3,,0,0,22709.36
180.UM.11-SKY-mjp-1.2.R,11:48:00,11:48:00,23173,1,,0,0,0.0
180.UM.11-SKY-mjp-1.2.R,12:13:00,12:13:00,45513,2,,1,0,22451.71
180.UM.11-SKY-mjp-1.2.R,12:16:00,12:16:00,45511,3,,0,0,22709.36
180.US.11-SKY-mjp-1.2.R,11:48:00,11:48:00,23173,1,,0,0,0.0
180.US.11-SKY-mjp-1.2.R,12:13:00,12:13:00,45513,2,,1,0,22451.71
180.US.11-SKY-mjp-1.2.R,12:16:00,12:16:00,45511,3,,0,0,22709.36
180.UT.11-SKY-mjp-1.2.R,11:48:00,11:48:00,23173,1,,0,0,0.0
180.UT.11-SKY-mjp-1.2.R,12:13:00,12:13:00,45513,2,,1,0,22451.71
180.UT.11-SKY-mjp-1.2.R,12:16:00,12:16:00,45511,3,,0,0,22709.36
181.T0.11-SKY-mjp-1.2.R,11:58:00,11:58:00,23173,1,,0,0,0.0
181.T0.11-SKY-mjp-1.2.R,12:23:00,12:23:00,45513,2,,1,0,22451.71
181.T0.11-SKY-mjp-1.2.R,12:26:00,12:26:00,45511,3,,0,0,22709.36
181.T2.11-SKY-mjp-1.2.R,17:08:00,17:08:00,23173,1,,0,0,0.0
181.T2.11-SKY-mjp-1.2.R,17:30:00,17:30:00,45513,2,,1,0,22451.71
181.T2.11-SKY-mjp-1.2.R,17:33:00,17:33:00,45511,3,,0,0,22709.36
181.T3.11-SKY-mjp-1.2.R,17:08:00,17:08:00,23173,1,,0,0,0.0
181.T3.11-SKY-mjp-1.2.R,17:30:00,17:30:00,45513,2,,1,0,22451.71
181.T3.11-SKY-mjp-1.2.R,17:33:00,17:33:00,45511,3,,0,0,22709.36
181.UG.11-SKY-mjp-1.2.R,11:58:00,11:58:00,23173,1,,0,0,0.0
181.UG.11-SKY-mjp-1.2.R,12:23:00,12:23:00,45513,2,,1,0,22451.71
181.UG.11-SKY-mjp-1.2.R,12:26:00,12:26:00,45511,3,,0,0,22709.36
181.UK.11-SKY-mjp-1.2.R,11:58:00,11:58:00,23173,1,,0,0,0.0
181.UK.11-SKY-mjp-1.2.R,12:23:00,12:23:00,45513,2,,1,0,22451.71
181.UK.11-SKY-mjp-1.2.R,12:26:00,12:26:00,45511,3,,0,0,22709.36
181.UM.11-SKY-mjp-1.2.R,11:58:00,11:58:00,23173,1,,0,0,0.0
181.UM.11-SKY-mjp-1.2.R,12:23:00,12:23:00,45513,2,,1,0,22451.71
181.UM.11-SKY-mjp-1.2.R,12:26:00,12:26:00,45511,3,,0,0,22709.36
181.US.11-SKY-mjp-1.2.R,11:58:00,11:58:00,23173,1,,0,0,0.0
181.US.11-SKY-mjp-1.2.R,12:23:00,12:23:00,45513,2,,1,0,22451.71
181.US.11-SKY-mjp-1.2.R,12:26:00,12:26:00,45511,3,,0,0,22709.36
181.UT.11-SKY-mjp-1.2.R,11:58:00,11:58:00,23173,1,,0,0,0.0
181.UT.11-SKY-mjp-1.2.R,12:23:00,12:23:00,45513,2,,1,0,22451.71
181.UT.11-SKY-mjp-1.2.R,12:26:00,12:26:00,45511,3,,0,0,22709.36
182.T0.11-SKY-mjp-1.2.R,12:08:00,12:08:00,23173,1,,0,0,0.0
182.T0.11-SKY-mjp-1.2.R,12:33:00,12:33:00,45513,2,,1,0,22451.71
182.T0.11-SKY-mjp-1.2.R,12:36:00,12:36:00,45511,3,,0,0,22709.36
182.T2.11-SKY-mjp-1.2.R,17:18:00,17:18:00,23173,1,,0,0,0.0
182.T2.11-SKY-mjp-1.2.R,17:40:00,17:40:00,45513,2,,1,0,22451.71
182.T2.11-SKY-mjp-1.2.R,17:43:00,17:43:00,45511,3,,0,0,22709.36
182.T3.11-SKY-mjp-1.2.R,17:18:00,17:18:00,23173,1,,0,0,0.0
182.T3.11-SKY-mjp-1.2.R,17:40:00,17:40:00,45513,2,,1,0,22451.71
182.T3.11-SKY-mjp-1.2.R,17:43:00,17:43:00,45511,3,,0,0,22709.36
182.UG.11-SKY-mjp-1.2.R,12:08:00,12:08:00,23173,1,,0,0,0.0
182.UG.11-SKY-mjp-1.2.R,12:33:00,12:33:00,45513,2,,1,0,22451.71
182.UG.11-SKY-mjp-1.2.R,12:36:00,12:36:00,45511,3,,0,0,22709.36
182.UK.11-SKY-mjp-1.2.R,12:08:00,12:08:00,23173,1,,0,0,0.0
182.UK.11-SKY-mjp-1.2.R,12:33:00,12:33:00,45513,2,,1,0,22451.71
182.UK.11-SKY-mjp-1.2.R,12:36:00,12:36:00,45511,3,,0,0,22709.36
182.UM.11-SKY-mjp-1.2.R,12:08:00,12:08:00,23173,1,,0,0,0.0
182.UM.11-SKY-mjp-1.2.R,12:33:00,12:33:00,45513,2,,1,0,22451.71
182.UM.11-SKY-mjp-1.2.R,12:36:00,12:36:00,45511,3,,0,0,22709.36
182.US.11-SKY-mjp-1.2.R,12:08:00,12:08:00,23173,1,,0,0,0.0
182.US.11-SKY-mjp-1.2.R,12:33:00,12:33:00,45513,2,,1,0,22451.71
182.US.11-SKY-mjp-1.2.R,12:36:00,12:36:00,45511,3,,0,0,22709.36
182.UT.11-SKY-mjp-1.2.R,12:08:00,12:08:00,23173,1,,0,0,0.0
182.UT.11-SKY-mjp-1.2.R,12:33:00,12:33:00,45513,2,,1,0,22451.71
182.UT.11-SKY-mjp-1.2.R,12:36:00,12:36:00,45511,3,,0,0,22709.36
183.T0.11-SKY-mjp-1.2.R,12:18:00,12:18:00,23173,1,,0,0,0.0
183.T0.11-SKY-mjp-1.2.R,12:43:00,12:43:00,45513,2,,1,0,22451.71
183.T0.11-SKY-mjp-1.2.R,12:46:00,12:46:00,45511,3,,0,0,22709.36
183.T2.11-SKY-mjp-1.2.R,17:28:00,17:28:00,23173,1,,0,0,0.0
183.T2.11-SKY-mjp-1.2.R,17:50:00,17:50:00,45513,2,,1,0,22451.71
183.T2.11-SKY-mjp-1.2.R,17:53:00,17:53:00,45511,3,,0,0,22709.36
183.T3.11-SKY-mjp-1.2.R,17:28:00,17:28:00,23173,1,,0,0,0.0
183.T3.11-SKY-mjp-1.2.R,17:50:00,17:50:00,45513,2,,1,0,22451.71
183.T3.11-SKY-mjp-1.2.R,17:53:00,17:53:00,45511,3,,0,0,22709.36
183.UG.11-SKY-mjp-1.2.R,12:18:00,12:18:00,23173,1,,0,0,0.0
183.UG.11-SKY-mjp-1.2.R,12:43:00,12:43:00,45513,2,,1,0,22451.71
183.UG.11-SKY-mjp-1.2.R,12:46:00,12:46:00,45511,3,,0,0,22709.36
183.UK.11-SKY-mjp-1.2.R,12:18:00,12:18:00,23173,1,,0,0,0.0
183.UK.11-SKY-mjp-1.2.R,12:43:00,12:43:00,45513,2,,1,0,22451.71
183.UK.11-SKY-mjp-1.2.R,12:46:00,12:46:00,45511,3,,0,0,22709.36
