stop_id,stop_name,stop_lat,stop_lon,branch_id,mb_id
20303,Clarkefield Railway Station (Clarkefield),-37.4834976919784,144.745372643395,1,20354420000
20304,Colac Railway Station (Colac),-38.343377918533,143.586653051253,1,20133451000
20305,Corio Railway Station (Corio),-38.0728312611861,144.379768418791,1,20242511000
20306,Dingee Railway Station (Dingee),-36.3692329083264,144.231120340331,1,20351491000
20307,Donnybrook Railway Station (Donnybrook),-37.5425752591184,144.969554917498,1,21321300000
20308,Drouin Railway Station (Drouin),-38.1364519002891,145.85594693234,1,20039744000
20309,Eaglehawk Railway Station (Eaglehawk),-36.7185253927705,144.248379897509,1,20206731000
20310,Echuca Railway Station (Echuca),-36.1309822315545,144.753458663243,1,20096310000
20311,Elmore Railway Station (Elmore),-36.4950200210059,144.607757524605,1,20216700000
20312,Euroa Railway Station (Euroa),-36.7491306043112,145.568088623668,1,20557362000
20313,Garfield Railway Station (Garfield),-38.0910306197691,145.674224718789,1,20101230000
20314,Geelong Railway Station (Geelong),-38.1442421089479,144.354989111821,1,20246302000
20315,Gisborne Railway Station (New Gisborne),-37.4588254969293,144.598721566871,1,20355630000
20316,Heathcote Junction Railway Station (Heathcote Junction),-37.3717134581932,145.028204947133,1,20419750000
20317,Kangaroo Flat Railway Station (Kangaroo Flat),-36.7948336350946,144.248990162655,1,20631988060
20318,Kerang Railway Station (Kerang),-35.7331216183014,143.924425092298,1,20180720000
20319,Kilmore East Railway Station (Kilmore East),-37.2932102740378,144.983565994661,1,20632003870
20320,Kyneton Railway Station (Kyneton),-37.2582788510105,144.450601588247,1,20353242000
20321,Lara Railway Station (Lara),-38.0224276368433,144.414404294665,1,20242570000
20323,Little River Railway Station (Little River),-37.9629290891863,144.498484867675,1,20635722000
20324,Longwarry Railway Station (Longwarry),-38.1109921063808,145.766860285292,1,20040133000
20325,Macedon Railway Station (Macedon),-37.4235733109682,144.561396853043,1,20355260000
20326,Malmsbury Railway Station (Malmsbury),-37.1897403220027,144.375323170242,1,20353130000
20327,Marshall Railway Station (Marshall),-38.1985490047303,144.355056711941,1,20631971960
20328,Moe Railway Station (Moe),-38.1769085611234,146.260571612403,1,20706750000
20329,Mooroopna Railway Station (Mooroopna),-36.3991282818483,145.358214835679,1,20631991160
20330,Morwell Railway Station (Morwell),-38.2367187615546,146.396753046002,1,20346670000
20331,Murchison East Railway Station (Murchison East),-36.6131479408443,145.240635561978,1,20271480000
20332,Nagambie Railway Station (Nagambie),-36.7854641001186,145.160356658346,1,20631935970
20333,Nar Nar Goon Railway Station (Nar Nar Goon),-38.0815915533385,145.571665727089,1,20102310000
20334,North Geelong Railway Station (North Geelong),-38.1228352344551,144.352271898837,1,20243452000
20335,North Shore Railway Station (North Shore),-38.0983771353039,144.365321419106,1,20242950000
20336,Pyramid Railway Station (Pyramid Hill),-36.0531127438551,144.113132712447,1,20351271000
20337,Riddells Creek Railway Station (Riddells Creek),-37.4651237881892,144.679830706708,1,20354290000
20338,Rochester Railway Station (Rochester),-36.3623604978946,144.69868133984,1,20098823000
20339,Rosedale Railway Station (Rosedale),-38.1564036678057,146.786966372164,1,20582401000
20341,Sale Railway Station (Sale),-38.1031027232615,147.054805133913,1,20584130000
20342,Seymour Railway Station (Seymour),-37.0247287252468,145.137728616954,1,20416300000
20343,Shepparton Railway Station (Shepparton),-36.3837910130932,145.40649748504,1,20631962340
20344,South Geelong Railway Station (South Geelong),-38.1586586336081,144.358987047615,1,20244630000
20345,Springhurst Railway Station (Springhurst),-36.1858934040131,146.470416950047,1,20571150000
20346,Stratford Railway Station (Stratford),-37.9670473936951,147.08146944896,1,20578670000
20347,Swan Hill Railway Station (Swan Hill),-35.3411135727856,143.56234320517,1,20564371000
20348,Tallarook Railway Station (Tallarook),-37.0923345407527,145.102997284521,1,20416310000
20349,Terang Railway Station (Terang),-38.2362119867822,142.911472210202,1,20137350000
20350,Trafalgar Railway Station (Trafalgar),-38.2072422970203,146.154772842954,1,20037581000
20351,Traralgon Railway Station (Traralgon),-38.1988849376867,146.537882118369,1,20347650000
20352,Tynong Railway Station (Tynong),-38.0849962573263,145.628234301935,1,20631932660
20353,Violet Town Railway Station (Violet Town),-36.6388160601948,145.715923448032,1,20557500000
20355,Wandong Railway Station (Wandong),-37.3546770982712,145.026415443752,1,20631984870
20356,Wangaratta Railway Station (Wangaratta),-36.355100892513,146.317038461126,1,20631991450
20357,Warragul Railway Station (Warragul),-38.1652294534302,145.932674231359,1,20631934800
20358,Warrnambool Railway Station (Warrnambool),-38.3850139580983,142.475545037153,1,20696820000
20359,Winchelsea Railway Station (Winchelsea),-38.2401350634662,143.984133891248,1,20562190000
20360,Wodonga Railway Station (Wodonga),-36.105827099168,146.871265677398,1,20623814000
20361,Woodend Railway Station (Woodend),-37.3587985943905,144.525890123296,1,20355912000
20362,Yarragon Railway Station (Yarragon),-38.2031575351187,146.063062795324,1,20631928110
22238,Flinders Street Railway Station (Melbourne City),-37.8183051340647,144.966964346167,1,20393721000
22239,North Melbourne Railway Station (West Melbourne),-37.8063098353538,144.94151017321,1,20631990350
22240,Footscray Railway Station (Footscray),-37.8014134330509,144.902020057667,1,20379481000
22241,Sunshine Railway Station (Sunshine),-37.7885363319327,144.832878204954,1,20092255000
22244,Watergardens Railway Station (Sydenham),-37.7011287184617,144.77418045437,1,20082010000
22247,Richmond Railway Station (Richmond),-37.8240744554307,144.990164256273,1,20644940000
22248,Caulfield Railway Station (Caulfield East),-37.8774594614967,145.042524781037,1,20192530000
22249,Clayton Railway Station (Clayton),-37.92468255202,145.120534360257,1,20426832000
22250,Dandenong Railway Station (Dandenong),-37.9899679153852,145.209725368166,1,20631996410
22251,Berwick Railway Station (Berwick),-38.0404081301701,145.345714694143,1,20110030000
22252,Pakenham Railway Station (Pakenham),-38.0806138269752,145.486367676332,1,20104852000
22253,Essendon Railway Station (Essendon),-37.7560116950915,144.916197501013,1,20444514000
22254,Broadmeadows Railway Station (Broadmeadows),-37.6830492642131,144.919613216031,1,20291280000
22257,Sherwood Park Railway Station (Warrnambool),-38.3863922426883,142.538871160458,1,20631943670
43469,Wendouree Railway Station (Wendouree),-37.5397161085599,143.820067525024,1,20012628000
44951,Creswick Railway Station (Creswick),-37.4246053919996,143.888123645164,1,20273870000
44952,Clunes Railway Station (Clunes),-37.3031407893339,143.781576577227,1,20274070000
44953,Maryborough Railway Station (Maryborough),-37.0509084912268,143.742402336942,1,20129400000
47482,Talbot Railway Station (Talbot),-37.1728992315924,143.705640344825,1,20131831000
47641,Waurn Ponds Railway Station (Waurn Ponds),-38.2158144727243,144.306819399771,1,20256660000
47642,Epsom Railway Station (Epsom),-36.7063415842164,144.321039539469,1,20212450000
47647,Wyndham Vale Railway Station (Manor Lakes),-37.8728864691512,144.608731914243,1,20631987010
47648,Tarneit Railway Station (Tarneit),-37.8321681307254,144.694714384216,1,21340080000
48804,Cobblebank Railway Station (Cobblebank),-37.7125455447496,144.604107822837,1,20409911000
49295,Raywood Railway Station (Raywood),-36.5319592725465,144.201161040619,1,20217370000
49296,Huntly Railway Station (Huntly),-36.6658479426107,144.369820458509,1,20212610000
51809,Goornong Railway Station (Goornong),-36.6151832667628,144.503474174345,1,20217610000
52011,Caroline Springs Railway Station (Ravenhall),-37.7661447211086,144.735747947879,1,20631959690
20043,Southern Cross Railway Station (Melbourne City),-37.8183342913486,144.952524867532,10,20419292000
20288,Ararat Railway Station (Ararat),-37.2822048502833,142.936913700789,10,20408592000
20335,North Shore Railway Station (North Shore),-38.0983771353039,144.365321419106,10,21310560000
20600,Adelaide Railway Station (Adelaide City (SA)),-34.9380555054737,138.579718522937,10,20093430000
20609,Murray Bridge Railway Station (Murray Bridge (SA)),-35.1169413552001,139.27528516968,10,20303762000
20614,Bordertown Railway Station (Bordertown (SA)),-36.3086071283094,140.773885325429,10,20087090000
20616,Nhill Railway Station (Nhill),-36.3322222508663,141.653889871551,10,20300984000
20617,Dimboola Railway Station (Dimboola),-36.4541800317139,142.032464368568,10,20395172000
20618,Horsham Railway Station (Horsham),-36.7075014221266,142.200555463447,10,
45918,Stawell Railway Station (Stawell),-37.0592402742341,142.773538225001,10,20631964010
1100,Broadway/Glen Huntly Rd (Elwood),-37.8821183242558,144.982220069729,11,20419292000
1109,Inkerman St/Barkly St (St Kilda),-37.8637295981912,144.981937426538,11,20408592000
1414,Bay St/New St (Brighton),-37.9040976765327,144.993277487562,11,21310560000
14948,Moorabbin Station/Nepean Hwy (Moorabbin),-37.9346145945819,145.036196561933,11,20093430000
17507,Mordialloc Station/Albert St (Mordialloc),-38.0058602849622,145.087552853318,11,20303762000
18695,Mordialloc Station/Albert St (Mordialloc),-38.0059829427525,145.087891343443,11,20087090000
20394,Head St/New St (Brighton),-37.8917826586102,144.995624689454,11,20300984000
20400,North Brighton Station/Bay St (Brighton),-37.9055365913184,145.003167525911,11,20395172000
20988,Southland SC/Karen St (Cheltenham),-37.9580070768969,145.053431589129,11,
21220,Frankston Railway Station/Fletcher Rd (Frankston),-38.1441176862709,145.126236127249,11,20631964010
23173,Skybus Coach Terminal/Spencer St (Melbourne City),-37.8158744782116,144.952547396731,11,20558110000
23175,Skybus Coach Terminal/Spencer St (Melbourne City),-37.8163652219343,144.952783752299,11,20458190000
2517,Elsternwick Station/Horne St (Elsternwick),-37.8852070920059,145.000567223125,11,20158470000
3245,Bay St/New St (Brighton),-37.9039153935627,144.993157333084,11,20459250000
3633,North Brighton Station/Bay St (Brighton),-37.9055090562573,145.002076406856,11,20687470000
3749,Head St/New St (Brighton),-37.8917349102592,144.995466784322,11,20534361000
3752,Elsternwick Station/20 Horne St (Elsternwick),-37.8851123814137,145.000296894639,11,20054230000
42273,Chelsea Railway Station/Station St (Chelsea),-38.0519401072784,145.116212664703,11,20210150000
45511,Melbourne Airport T1 Skybus/Arrival Dr (Melbourne Airport),-37.6693312795379,144.850680918062,11,20134310000
45513,Melbourne Airport T3 Skybus/Arrival Dr (Melbourne Airport),-37.6709360468434,144.848741276979,11,20631917260
48578,Melbourne Airport T4 Skybus/Service Rd (Melbourne Airport),-37.6723221867375,144.849143407716,11,20101722000
48784,Quest/435-437 Nepean Hwy (Frankston),-38.1423491314179,145.121580250318,11,20137023000
48786,389 Nepean Hwy (Chelsea),-38.051259455583,145.115352598679,11,20504610000
48787,938 Nepean Hwy (Moorabbin),-37.936755027975,145.037015733454,11,20304750000
901,Ormond Rd/Glen Huntly Rd (Elwood),-37.8823217035265,144.983044526365,11,20354420000
910,Fawkner St/Barkly St (St Kilda),-37.8645528332435,144.981596685265,11,20133451000
9349,Rogers St/Balcombe Rd (Mentone),-37.9817218312514,145.069040724736,11,20242511000
9629,Rogers St/Balcombe Rd (Mentone),-37.9818404277477,145.069128699709,11,20351491000
15351,Sunbury Railway Station (Sunbury),-37.5790909705886,144.727318781329,2,20419292000
15353,Diggers Rest Railway Station (Diggers Rest),-37.6270165149458,144.719922441113,2,20408592000
19827,Stony Point Railway Station (Crib Point),-38.3742345364979,145.221837462187,2,21310560000
19828,Crib Point Railway Station (Crib Point),-38.3661233827905,145.204043321601,2,20093430000
19829,Morradoo Railway Station (Crib Point),-38.3540333365888,145.189602487712,2,20303762000
19830,Bittern Railway Station (Bittern),-38.3373903202451,145.178026527511,2,20087090000
19831,Hastings Railway Station (Hastings),-38.3056585273766,145.185979882012,2,20300984000
19832,Tyabb Railway Station (Tyabb),-38.259815004696,145.186400708984,2,20395172000
19833,Somerville Railway Station (Somerville),-38.2253419593158,145.1762449189,2,
19834,Baxter Railway Station (Baxter),-38.1940430573097,145.160526087615,2,20631964010
19835,Glen Iris Railway Station (Glen Iris),-37.859308416591,145.058224898221,2,20558110000
19836,Leawarra Railway Station (Frankston),-38.1520339975268,145.139533963382,2,20458190000
19837,Darling Railway Station (Malvern East),-37.8689568446144,145.062950826245,2,20158470000
19838,East Malvern Railway Station (Malvern East),-37.8769300156779,145.069393002301,2,20459250000
19839,Holmesglen Railway Station (Malvern East),-37.8744022200547,145.090662027436,2,20687470000
19840,Jordanville Railway Station (Mount Waverley),-37.8736033933235,145.112090156436,2,20534361000
19841,Flagstaff Railway Station (Melbourne City),-37.811981307387,144.955653760429,2,20054230000
19842,Melbourne Central Railway Station (Melbourne City),-37.8099387667448,144.962593535096,2,20210150000
19843,Parliament Railway Station (Melbourne City),-37.8110540555366,144.972910916416,2,20134310000
19844,Belgrave Railway Station (Belgrave),-37.9091020974745,145.355291282858,2,20631917260
19845,Tecoma Railway Station (Tecoma),-37.9081184864054,145.342994577662,2,20101722000
19846,Upwey Railway Station (Upwey),-37.9036909717488,145.331333355214,2,20137023000
19847,Alamein Railway Station (Ashburton),-37.8683203919916,145.079655668512,2,20504610000
19848,Ashburton Railway Station (Ashburton),-37.8619675331742,145.081343759057,2,20304750000
19849,Burwood Railway Station (Glen Iris),-37.8515632823222,145.080511068965,2,20354420000
19850,Hartwell Railway Station (Camberwell),-37.8439845657224,145.075559591232,2,20133451000
19851,Willison Railway Station (Camberwell),-37.835715650541,145.070297555358,2,20242511000
19852,Riversdale Railway Station (Camberwell),-37.8315054341774,145.069645982205,2,20351491000
19853,Camberwell Railway Station (Camberwell),-37.8265671441721,145.058697177155,2,21321300000
19854,Flinders Street Railway Station (Melbourne City),-37.8183051340647,144.966964346167,2,20039744000
19855,Frankston Railway Station (Frankston),-38.1429900671702,145.126162282251,2,20206731000
19856,Kananook Railway Station (Seaford),-38.1217420335437,145.13529534058,2,20096310000
19857,Seaford Railway Station (Seaford),-38.1040210396727,145.128230402217,2,20216700000
19858,Carrum Railway Station (Carrum),-38.0765036140107,145.122833083083,2,20557362000
19859,Bonbeach Railway Station (Bonbeach),-38.0650770377183,145.120024795424,2,20101230000
19860,Chelsea Railway Station (Chelsea),-38.0533256255294,145.116633007481,2,20246302000
19861,Edithvale Railway Station (Edithvale),-38.036062562284,145.107299317274,2,20355630000
19862,Aspendale Railway Station (Aspendale),-38.0272201944572,145.102149616841,2,20419750000
19863,Mordialloc Railway Station (Mordialloc),-38.0065829507669,145.08765935746,2,20631988060
19864,Parkdale Railway Station (Parkdale),-37.993078820781,145.076326823728,2,20180720000
19865,Mentone Railway Station (Mentone),-37.9829693855521,145.065990823813,2,20632003870
19866,Cheltenham Railway Station (Cheltenham),-37.9666498944395,145.054557933027,2,20353242000
19867,Upper Ferntree Gully Railway Station (Upper Ferntree Gully),-37.8926717009423,145.307530188155,2,20242570000
19868,Ferntree Gully Railway Station (Ferntree Gully),-37.8816979923612,145.295251256598,2,20635722000
19869,Boronia Railway Station (Boronia),-37.860451799848,145.28438514597,2,20040133000
19870,Bayswater Railway Station (Bayswater),-37.8417300411029,145.268136389217,2,20355260000
19871,Heathmont Railway Station (Heathmont),-37.8283222725421,145.244555375848,2,20353130000
19872,Highett Railway Station (Highett),-37.9484250041895,145.041871797791,2,20631971960
19873,Glen Waverley Railway Station (Glen Waverley),-37.8795040720133,145.162057549621,2,20706750000
19874,Syndal Railway Station (Glen Waverley),-37.8762296254939,145.149780487779,2,20631991160
19875,Mount Waverley Railway Station (Mount Waverley),-37.8752552557065,145.128055695744,2,20346670000
19876,Lilydale Railway Station (Lilydale),-37.7572214858098,145.34581071753,2,20271480000
19877,Mooroolbark Railway Station (Mooroolbark),-37.7847488250842,145.312402399118,2,20631935970
19878,Croydon Railway Station (Croydon),-37.795436970066,145.280597770769,2,20102310000
19879,Ringwood East Railway Station (Ringwood East),-37.8119680427798,145.250190905265,2,20243452000
19880,Pakenham Railway Station (Pakenham),-38.0806139738095,145.486379074704,2,20242950000
19881,Officer Railway Station (Officer),-38.0661457168679,145.41098723091,2,20351271000
19882,Beaconsfield Railway Station (Beaconsfield),-38.0508313517859,145.366073739227,2,20354290000
19883,Berwick Railway Station (Berwick),-38.0404082905026,145.345726085505,2,20098823000
19884,Narre Warren Railway Station (Narre Warren),-38.0278093151715,145.303969385674,2,20582401000
19885,Hallam Railway Station (Hallam),-38.0177403817842,145.269776796453,2,20584130000
19886,Cranbourne Railway Station (Cranbourne),-38.0995373065886,145.280598975647,2,20416300000
19887,Merinda Park Railway Station (Cranbourne North),-38.0790004761535,145.263511372935,2,20631962340
19888,Dandenong Railway Station (Dandenong),-37.9899679153852,145.209725368166,2,20244630000
19889,Yarraman Railway Station (Noble Park),-37.9782545359294,145.191600276299,2,20571150000
19890,Noble Park Railway Station (Noble Park),-37.966627676743,145.176324599832,2,20578670000
19891,Sandown Park Railway Station (Springvale),-37.95650456986,145.162825890396,2,20564371000
19892,East Camberwell Railway Station (Camberwell),-37.8258941905382,145.06819024741,2,20416310000
19893,Canterbury Railway Station (Canterbury),-37.8244851789229,145.081224242904,2,20137350000
19894,Chatham Railway Station (Surrey Hills),-37.8242995185118,145.088647930426,2,20037581000
19897,Laburnum Railway Station (Blackburn),-37.8207802338162,145.140702708531,2,20347650000
19898,Blackburn Railway Station (Blackburn),-37.8200707463717,145.150013542281,2,20631932660
19899,Nunawading Railway Station (Nunawading),-37.8204282805611,145.175236853013,2,20557500000
19900,Mitcham Railway Station (Mitcham),-37.8180870551977,145.192891813036,2,20631984870
19901,Heatherdale Railway Station (Ringwood),-37.8188348484408,145.213549822481,2,20631991450
19902,Ringwood Railway Station (Ringwood),-37.815659765275,145.229473723591,2,20631934800
19903,Auburn Railway Station (Hawthorn East),-37.8223983064671,145.045843657131,2,20696820000
19904,Glenferrie Railway Station (Hawthorn),-37.8214668222169,145.036438832309,2,20562190000
19905,Hawthorn Railway Station (Hawthorn),-37.8218260089769,145.02289865876,2,20623814000
19906,Burnley Railway Station (Burnley),-37.8275602161722,145.007555147088,2,20355912000
19907,East Richmond Railway Station (Richmond),-37.8263999511211,144.997065693884,2,20631928110
19908,Richmond Railway Station (Richmond),-37.8240744554307,144.990164256273,2,20393721000
19909,Heyington Railway Station (Toorak),-37.8346724432645,145.022635270015,2,20631990350
19910,Kooyong Railway Station (Kooyong),-37.8399289425958,145.033551606384,2,20379481000
19911,Tooronga Railway Station (Malvern),-37.8493655341806,145.041733743833,2,20092255000
19912,Gardiner Railway Station (Glen Iris),-37.8532790774277,145.051654659477,2,20082010000
19913,Springvale Railway Station (Springvale),-37.9495087816674,145.153451830727,2,20644940000
19914,Westall Railway Station (Clayton South),-37.9384912139036,145.13883262698,2,20192530000
19915,Clayton Railway Station (Clayton),-37.92468255202,145.120534360257,2,20426832000
19916,Huntingdale Railway Station (Oakleigh),-37.9110173407265,145.102364317185,2,20631996410
19917,Oakleigh Railway Station (Oakleigh),-37.9003721411489,145.08830786927,2,20110030000
19918,Hughesdale Railway Station (Hughesdale),-37.8942488758997,145.076434737963,2,20104852000
19919,Murrumbeena Railway Station (Murrumbeena),-37.8901983179745,145.067374870414,2,20444514000
19920,Carnegie Railway Station (Carnegie),-37.8862414786376,145.058575063543,2,20291280000
19921,Werribee Railway Station (Werribee),-37.8993780465718,144.661118011171,2,20631943670
19922,Hoppers Crossing Railway Station (Hoppers Crossing),-37.8832761791276,144.700954931478,2,20012628000
19923,Laverton Railway Station (Laverton),-37.8636940413943,144.772616667957,2,20273870000
19924,Aircraft Railway Station (Laverton),-37.8666059463047,144.760809437357,2,20274070000
19925,Westona Railway Station (Altona),-37.865163483666,144.813493563456,2,20129400000
19926,Altona Railway Station (Altona),-37.8671475960129,144.829644740664,2,20131831000
19927,Seaholme Railway Station (Seaholme),-37.8678423061995,144.840957728628,2,20256660000
19928,Westgarth Railway Station (Northcote),-37.7806206974617,144.999233186635,2,20212450000
19929,Dennis Railway Station (Northcote),-37.7791872874867,145.008241630012,2,20631987010
19930,Fairfield Railway Station (Fairfield),-37.7791712565692,145.016905299916,2,21340080000
19931,Alphington Railway Station (Alphington),-37.778393631707,145.031254932307,2,20409911000
19932,Darebin Railway Station (Ivanhoe),-37.7749634109467,145.038475977422,2,20217370000
19933,Ivanhoe Railway Station (Ivanhoe),-37.7688967438347,145.045425188311,2,20212610000
19934,Eaglemont Railway Station (Eaglemont),-37.7635855335988,145.053942691014,2,20217610000
19935,Heidelberg Railway Station (Heidelberg),-37.7570729333213,145.060685522992,2,20631959690
19936,Rosanna Railway Station (Rosanna),-37.7428786002769,145.066140290226,2,20395172000
19937,Moorabbin Railway Station (Moorabbin),-37.9343532865939,145.036738286425,2,20631964010
19938,Patterson Railway Station (Bentleigh),-37.9251491883035,145.035470026499,2,20242950000
19939,Bentleigh Railway Station (Bentleigh),-37.9174245729313,145.036995134208,2,
19940,McKinnon Railway Station (Mckinnon),-37.9103090339042,145.038298971505,2,
19941,Ormond Railway Station (Ormond),-37.9032116703101,145.039613418163,2,
19942,Glen Huntly Railway Station (Glen Huntly),-37.8897194619726,145.042222854186,2,20275630000
19943,Caulfield Railway Station (Caulfield East),-37.8774594614967,145.042524781037,2,20275300000
19944,Malvern Railway Station (Malvern),-37.8662532993132,145.029293938791,2,20287601000
19945,Armadale Railway Station (Armadale),-37.8564523828081,145.019325537875,2,20519500000
19946,Toorak Railway Station (Armadale),-37.8507738052765,145.013908582451,2,20524180000
19947,Hawksburn Railway Station (South Yarra),-37.8445908738099,145.002142057363,2,20520450000
19948,Sandringham Railway Station (Sandringham),-37.9503301772321,145.004561358882,2,20045191000
19949,Hampton Railway Station (Hampton),-37.9379768129191,145.00147057003,2,20319551000
19950,Brighton Beach Railway Station (Brighton),-37.9264843202788,144.989153550273,2,20312420000
19951,Middle Brighton Railway Station (Brighton),-37.915134406205,144.996299088376,2,20309250000
19952,North Brighton Railway Station (Brighton),-37.9048872134206,145.00260503336,2,20046640000
19953,Gardenvale Railway Station (Brighton),-37.8966950752432,145.004168434304,2,20043662000
19954,Elsternwick Railway Station (Elsternwick),-37.8847531121265,145.000897873416,2,20317990000
19955,Ripponlea Railway Station (Ripponlea),-37.875906426838,144.995236558908,2,20179210000
19956,Balaclava Railway Station (Balaclava),-37.8694877274508,144.993512099452,2,20395173000
19957,Windsor Railway Station (Windsor),-37.8560530797027,144.992035170295,2,20395173000
19958,Prahran Railway Station (Prahran),-37.8495184845913,144.989859924303,2,20675580000
19959,South Yarra Railway Station (South Yarra),-37.838449349083,144.992342213835,2,20045140000
19960,Upfield Railway Station (Coolaroo),-37.6660777887342,144.946739938663,2,20631951760
19961,Gowrie Railway Station (Glenroy),-37.7006779971311,144.958874324034,2,20675770000
19962,Fawkner Railway Station (Fawkner),-37.7146212867351,144.960545025448,2,20631922040
19963,Merlynston Railway Station (Coburg North),-37.7209338911874,144.961313546073,2,20325160000
19964,Batman Railway Station (Coburg North),-37.7335228508898,144.962840551626,2,20301021000
19965,Coburg Railway Station (Coburg),-37.7423450211443,144.963336336826,2,20301021000
19966,Moreland Railway Station (Coburg),-37.7544848430139,144.961823032047,2,20301021000
19967,Anstey Railway Station (Brunswick),-37.7612420288555,144.960684043548,2,20179220000
19968,Brunswick Railway Station (Brunswick),-37.7677205467251,144.959586536251,2,20320392000
19969,Jewell Railway Station (Brunswick),-37.774987022345,144.958716910939,2,20319573000
19970,Royal Park Railway Station (Parkville),-37.7811929299135,144.952301268806,2,20524202000
19971,Flemington Bridge Railway Station (North Melbourne),-37.7881399497914,144.939323282774,2,20521220000
19972,Macaulay Railway Station (North Melbourne),-37.7942667317391,144.936166325307,2,20310942000
19973,North Melbourne Railway Station (West Melbourne),-37.8074187741802,144.94256978252,2,20631992900
19974,Clifton Hill Railway Station (Clifton Hill),-37.788657453155,144.995416701876,2,20303761000
19975,Victoria Park Railway Station (Abbotsford),-37.7991578245291,144.994451425812,2,20405871000
19976,Collingwood Railway Station (Abbotsford),-37.804525926463,144.993749666428,2,20681160000
19977,North Richmond Railway Station (Richmond),-37.8103983564789,144.992500261754,2,20481970000
19978,West Richmond Railway Station (Richmond),-37.8149489647782,144.991422784199,2,20480990000
19979,Jolimont-MCG Railway Station (East Melbourne),-37.8165270224448,144.984098336822,2,20480971000
19983,Macleod Railway Station (Macleod),-37.7260123045399,145.069143320059,2,20479591000
19984,Watsonia Railway Station (Watsonia),-37.7109579769621,145.083793381187,2,20479382000
19985,Greensborough Railway Station (Greensborough),-37.7039540802781,145.108247408528,2,20478880000
19986,Montmorency Railway Station (Montmorency),-37.715296243561,145.121515737915,2,20482541000
19987,Eltham Railway Station (Eltham),-37.7135496724667,145.147822019567,2,20557181000
19988,Diamond Creek Railway Station (Diamond Creek),-37.6732974392963,145.15850619152,2,20172560000
19989,Wattle Glen Railway Station (Wattle Glen),-37.663967922998,145.181614533441,2,20555310000
19990,Hurstbridge Railway Station (Hurstbridge),-37.6393981687798,145.192016891245,2,20556600000
19991,Williamstown Railway Station (Williamstown),-37.8677529166629,144.905323308917,2,20555390000
19992,Williamstown Beach Railway Station (Williamstown),-37.8639818878565,144.894483676562,2,20443040000
19993,North Williamstown Railway Station (Williamstown),-37.8573334766552,144.889069465486,2,20664720000
19994,Newport Railway Station (Newport),-37.8427175700808,144.8835999118,2,21331420000
19995,Spotswood Railway Station (Spotswood),-37.8306388752228,144.885933453192,2,20394000000
19996,Yarraville Railway Station (Yarraville),-37.8158504436364,144.889933707058,2,20649140000
19997,Seddon Railway Station (Seddon),-37.8090051386802,144.895671569116,2,20650610000
20000,Watergardens Railway Station (Sydenham),-37.7011287184617,144.77418045437,2,20649001000
20001,Keilor Plains Railway Station (St Albans),-37.7292793433584,144.793738065376,2,20061700000
20002,St Albans Railway Station (St Albans),-37.7448613127481,144.800050450996,2,20062680000
20003,Ginifer Railway Station (St Albans),-37.7600670702332,144.811348134992,2,20062330000
20004,Albion Railway Station (Sunshine North),-37.7776528079453,144.824703607774,2,20062240000
20005,Epping Railway Station (Epping),-37.6521866570244,145.031067771128,2,20064050000
20006,Lalor Railway Station (Lalor),-37.665850746663,145.017193167352,2,20062480000
