,ILOC_CODE_2021,ILOC_NAME_2021,IARE_CODE_2021,IARE_NAME_2021,IREG_CODE_2021,IREG_NAME_2021,STATE_CODE_2021,STATE_NAME_2021,AUS_CODE_2021,AUS_NAME_2021,AREA_ALBERS_SQKM,ASGS_LOCI_URI_2021
17,10100802,Wellington - Surrounds,101008,Wellington,101,Dubbo,1,New South Wales,AUS,Australia,4102.1768,http://linked.data.gov.au/dataset/asgsed3/ILOC/10100802
18,10200101,Armidale,102001,Armidale,102,North-Eastern NSW,1,New South Wales,AUS,Australia,3760.1185,http://linked.data.gov.au/dataset/asgsed3/ILOC/10200101
19,10200201,Glen Innes,102002,Glen Innes,102,North-Eastern NSW,1,New South Wales,AUS,Australia,5479.977,http://linked.data.gov.au/dataset/asgsed3/ILOC/10200201
20,10200301,Gunnedah,102003,Gunnedah,102,North-Eastern NSW,1,New South Wales,AUS,Australia,33.352,http://linked.data.gov.au/dataset/asgsed3/ILOC/10200301
21,10200302,Gunnedah - Surrounds,102003,Gunnedah,102,North-Eastern NSW,1,New South Wales,AUS,Australia,4907.9365,http://linked.data.gov.au/dataset/asgsed3/ILOC/10200302
22,10200401,Guyra,102004,Guyra - Tingha,102,North-Eastern NSW,1,New South Wales,AUS,Australia,4675.7858,http://linked.data.gov.au/dataset/asgsed3/ILOC/10200401
23,10200402,Tingha,102004,Guyra - Tingha,102,North-Eastern NSW,1,New South Wales,AUS,Australia,2.404,http://linked.data.gov.au/dataset/asgsed3/ILOC/10200402
24,10200501,Gwydir,102005,Inverell - Gwydir,102,North-Eastern NSW,1,New South Wales,AUS,Australia,8788.6174,http://linked.data.gov.au/dataset/asgsed3/ILOC/10200501
25,10200502,Inverell,102005,Inverell - Gwydir,102,North-Eastern NSW,1,New South Wales,AUS,Australia,8646.8927,http://linked.data.gov.au/dataset/asgsed3/ILOC/10200502
26,10200601,Liverpool Plains,102006,Liverpool Plains,102,North-Eastern NSW,1,New South Wales,AUS,Australia,5061.887,http://linked.data.gov.au/dataset/asgsed3/ILOC/10200601
27,10200602,Quirindi,102006,Liverpool Plains,102,North-Eastern NSW,1,New South Wales,AUS,Australia,9.78,http://linked.data.gov.au/dataset/asgsed3/ILOC/10200602
28,10200603,Walhallow Reserve (Carooma),102006,Liverpool Plains,102,North-Eastern NSW,1,New South Wales,AUS,Australia,0.7243,http://linked.data.gov.au/dataset/asgsed3/ILOC/10200603
29,10200604,Werris Creek,102006,Liverpool Plains,102,North-Eastern NSW,1,New South Wales,AUS,Australia,5.4511,http://linked.data.gov.au/dataset/asgsed3/ILOC/10200604
30,10200701,Moree - North,102007,Moree,102,North-Eastern NSW,1,New South Wales,AUS,Australia,3.7889,http://linked.data.gov.au/dataset/asgsed3/ILOC/10200701
31,10200702,Moree - South,102007,Moree,102,North-Eastern NSW,1,New South Wales,AUS,Australia,8.5969,http://linked.data.gov.au/dataset/asgsed3/ILOC/10200702
32,10200703,Moree - West,102007,Moree,102,North-Eastern NSW,1,New South Wales,AUS,Australia,23.4059,http://linked.data.gov.au/dataset/asgsed3/ILOC/10200703
33,10200704,Stanley Village,102007,Moree,102,North-Eastern NSW,1,New South Wales,AUS,Australia,3.5093,http://linked.data.gov.au/dataset/asgsed3/ILOC/10200704
34,10200801,Boggabilla,102008,Moree Plains,102,North-Eastern NSW,1,New South Wales,AUS,Australia,4.2486,http://linked.data.gov.au/dataset/asgsed3/ILOC/10200801
35,10200802,Moree Plains,102008,Moree Plains,102,North-Eastern NSW,1,New South Wales,AUS,Australia,17478.1385,http://linked.data.gov.au/dataset/asgsed3/ILOC/10200802
36,10200803,Mungindi,102008,Moree Plains,102,North-Eastern NSW,1,New South Wales,AUS,Australia,2.2911,http://linked.data.gov.au/dataset/asgsed3/ILOC/10200803
37,10200804,Toomelah,102008,Moree Plains,102,North-Eastern NSW,1,New South Wales,AUS,Australia,799.2273,http://linked.data.gov.au/dataset/asgsed3/ILOC/10200804
38,10200901,Muswellbrook,102009,Muswellbrook,102,North-Eastern NSW,1,New South Wales,AUS,Australia,11.8912,http://linked.data.gov.au/dataset/asgsed3/ILOC/10200901
39,10200902,Muswellbrook - Surrounds,102009,Muswellbrook,102,North-Eastern NSW,1,New South Wales,AUS,Australia,3392.9929,http://linked.data.gov.au/dataset/asgsed3/ILOC/10200902
40,10201001,Narrabri,102010,Narrabri,102,North-Eastern NSW,1,New South Wales,AUS,Australia,15.0958,http://linked.data.gov.au/dataset/asgsed3/ILOC/10201001
41,10201002,Narrabri - Surrounds,102010,Narrabri,102,North-Eastern NSW,1,New South Wales,AUS,Australia,13041.1012,http://linked.data.gov.au/dataset/asgsed3/ILOC/10201002
42,10201003,Wee Waa,102010,Narrabri,102,North-Eastern NSW,1,New South Wales,AUS,Australia,4.5377,http://linked.data.gov.au/dataset/asgsed3/ILOC/10201003
43,10201101,Tamworth,102011,Tamworth,102,North-Eastern NSW,1,New South Wales,AUS,Australia,240.7449,http://linked.data.gov.au/dataset/asgsed3/ILOC/10201101
44,10201102,Tamworth - Surrounds,102011,Tamworth,102,North-Eastern NSW,1,New South Wales,AUS,Australia,8980.4841,http://linked.data.gov.au/dataset/asgsed3/ILOC/10201102
45,10201201,Jubullum Village,102012,Tenterfield - Jubullum Village,102,North-Eastern NSW,1,New South Wales,AUS,Australia,0.9837,http://linked.data.gov.au/dataset/asgsed3/ILOC/10201201
46,10201202,Tenterfield,102012,Tenterfield - Jubullum Village,102,North-Eastern NSW,1,New South Wales,AUS,Australia,7323.3235,http://linked.data.gov.au/dataset/asgsed3/ILOC/10201202
47,10201301,Upper Hunter,102013,Upper Hunter,102,North-Eastern NSW,1,New South Wales,AUS,Australia,8067.5327,http://linked.data.gov.au/dataset/asgsed3/ILOC/10201301
48,10201401,Uralla,102014,Uralla - Walcha,102,North-Eastern NSW,1,New South Wales,AUS,Australia,3094.9609,http://linked.data.gov.au/dataset/asgsed3/ILOC/10201401
49,10201402,Walcha,102014,Uralla - Walcha,102,North-Eastern NSW,1,New South Wales,AUS,Australia,6742.5353,http://linked.data.gov.au/dataset/asgsed3/ILOC/10201402
50,10300101,Bourke,103001,Bourke,103,North-Western NSW,1,New South Wales,AUS,Australia,6.5338,http://linked.data.gov.au/dataset/asgsed3/ILOC/10300101
51,10300102,Bourke - Surrounds,103001,Bourke,103,North-Western NSW,1,New South Wales,AUS,Australia,42021.642,http://linked.data.gov.au/dataset/asgsed3/ILOC/10300102
52,10300204,Barwon Four,103002,Brewarrina,103,North-Western NSW,1,New South Wales,AUS,Australia,0.9134,http://linked.data.gov.au/dataset/asgsed3/ILOC/10300204
53,10300205,Brewarrina,103002,Brewarrina,103,North-Western NSW,1,New South Wales,AUS,Australia,6.6091,http://linked.data.gov.au/dataset/asgsed3/ILOC/10300205
54,10300206,Brewarrina - Surrounds,103002,Brewarrina,103,North-Western NSW,1,New South Wales,AUS,Australia,18502.7998,http://linked.data.gov.au/dataset/asgsed3/ILOC/10300206
55,10300207,Goodooga,103002,Brewarrina,103,North-Western NSW,1,New South Wales,AUS,Australia,1.4455,http://linked.data.gov.au/dataset/asgsed3/ILOC/10300207
56,10300301,Cobar,103003,Cobar - Murrin Bridge,103,North-Western NSW,1,New South Wales,AUS,Australia,45547.4194,http://linked.data.gov.au/dataset/asgsed3/ILOC/10300301
57,10300302,Murrin Bridge,103003,Cobar - Murrin Bridge,103,North-Western NSW,1,New South Wales,AUS,Australia,3.9786,http://linked.data.gov.au/dataset/asgsed3/ILOC/10300302
58,10300401,Coonamble,103004,Coonamble,103,North-Western NSW,1,New South Wales,AUS,Australia,10.1731,http://linked.data.gov.au/dataset/asgsed3/ILOC/10300401
59,10300402,Coonamble - Surrounds,103004,Coonamble,103,North-Western NSW,1,New South Wales,AUS,Australia,9613.0001,http://linked.data.gov.au/dataset/asgsed3/ILOC/10300402
60,10300403,Gulargambone,103004,Coonamble,103,North-Western NSW,1,New South Wales,AUS,Australia,5.4223,http://linked.data.gov.au/dataset/asgsed3/ILOC/10300403
61,10300501,Broken Hill,103005,Far West,103,North-Western NSW,1,New South Wales,AUS,Australia,170.1153,http://linked.data.gov.au/dataset/asgsed3/ILOC/10300501
62,10300503,Menindee,103005,Far West,103,North-Western NSW,1,New South Wales,AUS,Australia,7.6491,http://linked.data.gov.au/dataset/asgsed3/ILOC/10300503
63,10300505,Broken Hill - Surrounds,103005,Far West,103,North-Western NSW,1,New South Wales,AUS,Australia,146673.5859,http://linked.data.gov.au/dataset/asgsed3/ILOC/10300505
64,10300506,Wilcannia,103005,Far West,103,North-Western NSW,1,New South Wales,AUS,Australia,3.4967,http://linked.data.gov.au/dataset/asgsed3/ILOC/10300506
65,10300601,Collarenebri,103006,Walgett,103,North-Western NSW,1,New South Wales,AUS,Australia,1.1145,http://linked.data.gov.au/dataset/asgsed3/ILOC/10300601
66,10300602,Gingie Reserve,103006,Walgett,103,North-Western NSW,1,New South Wales,AUS,Australia,1.6608,http://linked.data.gov.au/dataset/asgsed3/ILOC/10300602
67,10300603,Lightning Ridge,103006,Walgett,103,North-Western NSW,1,New South Wales,AUS,Australia,2.9268,http://linked.data.gov.au/dataset/asgsed3/ILOC/10300603
68,10300605,Walgett,103006,Walgett,103,North-Western NSW,1,New South Wales,AUS,Australia,5.7855,http://linked.data.gov.au/dataset/asgsed3/ILOC/10300605
69,10300608,Namoi Reserve,103006,Walgett,103,North-Western NSW,1,New South Wales,AUS,Australia,0.7963,http://linked.data.gov.au/dataset/asgsed3/ILOC/10300608
70,10300609,Walgett - Surrounds,103006,Walgett,103,North-Western NSW,1,New South Wales,AUS,Australia,23300.4275,http://linked.data.gov.au/dataset/asgsed3/ILOC/10300609
71,10400101,Bagotville,104001,Ballina - Bagotville,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,80.2488,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400101
72,10400102,Ballina,104001,Ballina - Bagotville,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,25.528,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400102
73,10400103,Ballina - Surrounds,104001,Ballina - Bagotville,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,374.778,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400103
74,10400201,Byron,104002,Byron,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,568.1142,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400201
75,10400301,Cessnock - Bellbird - Aberdare,104003,Cessnock,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,20.6492,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400301
76,10400302,Cessnock - Surrounds,104003,Cessnock,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,1934.3087,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400302
77,10400303,Kurri Kurri - Weston,104003,Cessnock,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,13.2501,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400303
78,10400401,Baryulgil - Malabugilmah,104004,Clarence Valley,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,1984.8335,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400401
79,10400402,Clarence Valley,104004,Clarence Valley,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,5774.9858,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400402
80,10400403,Grafton,104004,Clarence Valley,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,581.4799,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400403
81,10400404,Yamba,104004,Clarence Valley,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,8.8924,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400404
82,10400405,Yamba - Surrounds,104004,Clarence Valley,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,2105.8986,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400405
83,10400501,Bellingen,104005,Coffs Harbour - Nambucca,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,1620.8348,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400501
84,10400502,Bowraville,104005,Coffs Harbour - Nambucca,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,2.2294,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400502
85,10400503,Coffs Harbour,104005,Coffs Harbour - Nambucca,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,1139.6076,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400503
86,10400504,Macksville,104005,Coffs Harbour - Nambucca,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,15.8438,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400504
87,10400505,Nambucca - Surrounds,104005,Coffs Harbour - Nambucca,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,1441.7236,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400505
88,10400506,Nambucca Heads,104005,Coffs Harbour - Nambucca,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,11.1453,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400506
89,10400507,Sawtell,104005,Coffs Harbour - Nambucca,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,13.2251,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400507
90,10400601,Dungog,104006,Gloucester - Dungog,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,2249.9983,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400601
91,10400602,Gloucester,104006,Gloucester - Dungog,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,2933.8676,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400602
92,10400701,Gosford - East,104007,Gosford,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,112.577,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400701
93,10400702,Gosford - West,104007,Gosford,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,828.6396,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400702
94,10400801,Bulahdelah,104008,Great Lakes,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,3313.0092,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400801
95,10400802,Forster,104008,Great Lakes,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,15.2601,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400802
96,10400803,Tuncurry,104008,Great Lakes,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,9.0917,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400803
97,10400901,Kempsey,104009,Kempsey,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,12.1984,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400901
98,10400902,Kempsey - Surrounds,104009,Kempsey,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,2213.6253,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400902
99,10400903,Mirriwinni Gardens - Bellbrook,104009,Kempsey,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,1583.1199,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400903
100,10400904,Old Burnt - New Burnt Bridge - Greenhill,104009,Kempsey,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,43.9162,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400904
101,10400905,South West Rocks,104009,Kempsey,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,15.5227,http://linked.data.gov.au/dataset/asgsed3/ILOC/10400905
102,10401001,Kyogle,104010,Kyogle,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,3251.5576,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401001
103,10401002,Muli Muli - Woodenbong,104010,Kyogle,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,300.2096,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401002
104,10401201,Goonellabah,104012,Lismore,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,25.2269,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401201
105,10401202,Lismore - North,104012,Lismore,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,64.0395,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401202
106,10401203,Lismore - South,104012,Lismore,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,78.9964,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401203
107,10401204,Lismore - Surrounds,104012,Lismore,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,1134.2285,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401204
108,10401301,Maitland,104013,Maitland,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,388.5306,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401301
109,10401401,Newcastle - Inner City,104014,Newcastle,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,57.1824,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401401
110,10401402,Newcastle - Outer West,104014,Newcastle,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,101.8904,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401402
111,10401403,Throsby,104014,Newcastle,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,29.6388,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401403
112,10401501,Hastings,104015,Port Macquarie - Hastings,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,3621.0739,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401501
113,10401502,Port Macquarie,104015,Port Macquarie - Hastings,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,54.4223,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401502
114,10401503,Wauchope,104015,Port Macquarie - Hastings,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,12.2732,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401503
115,10401601,Karuah,104016,Port Stephens,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,3.0402,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401601
116,10401602,Medowie,104016,Port Stephens,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,21.1045,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401602
117,10401603,Nelson Bay,104016,Port Stephens,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,19.0109,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401603
118,10401604,Port Stephens - Surrounds,104016,Port Stephens,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,820.5175,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401604
119,10401605,Raymond Terrace,104016,Port Stephens,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,30.8188,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401605
120,10401701,Casino,104017,Richmond Valley,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,66.559,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401701
121,10401702,Coraki,104017,Richmond Valley,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,3.0021,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401702
122,10401703,Richmond Valley exc. Casino,104017,Richmond Valley,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,2991.0462,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401703
123,10401801,Singleton,104018,Singleton,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,4348.5749,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401801
124,10401901,Purfleet,104019,Taree,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,7.5225,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401901
125,10401902,Taree,104019,Taree,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,55.7552,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401902
126,10401903,Taree - Surrounds,104019,Taree,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,3670.6672,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401903
127,10401904,Wingham,104019,Taree,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,7.2557,http://linked.data.gov.au/dataset/asgsed3/ILOC/10401904
128,10402001,Murwillumbah,104020,Tweed,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,1058.2189,http://linked.data.gov.au/dataset/asgsed3/ILOC/10402001
129,10402002,Tweed Coast,104020,Tweed,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,129.0023,http://linked.data.gov.au/dataset/asgsed3/ILOC/10402002
130,10402003,Tweed Heads,104020,Tweed,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,120.5641,http://linked.data.gov.au/dataset/asgsed3/ILOC/10402003
131,10402201,Lake Macquarie - East,104022,Lake Macquarie,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,84.4429,http://linked.data.gov.au/dataset/asgsed3/ILOC/10402201
132,10402202,Lake Macquarie - North,104022,Lake Macquarie,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,155.4671,http://linked.data.gov.au/dataset/asgsed3/ILOC/10402202
133,10402203,Lake Macquarie - West,104022,Lake Macquarie,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,352.9906,http://linked.data.gov.au/dataset/asgsed3/ILOC/10402203
134,10402301,Wyong - North-East,104023,Wyong,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,181.2417,http://linked.data.gov.au/dataset/asgsed3/ILOC/10402301
135,10402302,Wyong - South-West,104023,Wyong,104,NSW Central and North Coast,1,New South Wales,AUS,Australia,612.2752,http://linked.data.gov.au/dataset/asgsed3/ILOC/10402302
136,10500101,Albury - East,105001,Albury,105,Riverina - Orange,1,New South Wales,AUS,Australia,156.268,http://linked.data.gov.au/dataset/asgsed3/ILOC/10500101
137,10500102,Albury - West,105001,Albury,105,Riverina - Orange,1,New South Wales,AUS,Australia,197.2793,http://linked.data.gov.au/dataset/asgsed3/ILOC/10500102
138,10500201,Balranald,105002,Balranald - Wentworth,105,Riverina - Orange,1,New South Wales,AUS,Australia,3.5294,http://linked.data.gov.au/dataset/asgsed3/ILOC/10500201
139,10500202,Balranald - Wentworth - Surrounds,105002,Balranald - Wentworth,105,Riverina - Orange,1,New South Wales,AUS,Australia,49739.3408,http://linked.data.gov.au/dataset/asgsed3/ILOC/10500202
140,10500203,Coomealla,105002,Balranald - Wentworth,105,Riverina - Orange,1,New South Wales,AUS,Australia,0.8278,http://linked.data.gov.au/dataset/asgsed3/ILOC/10500203
141,10500204,Dareton,105002,Balranald - Wentworth,105,Riverina - Orange,1,New South Wales,AUS,Australia,2.447,http://linked.data.gov.au/dataset/asgsed3/ILOC/10500204
142,10500205,Wentworth,105002,Balranald - Wentworth,105,Riverina - Orange,1,New South Wales,AUS,Australia,4.6048,http://linked.data.gov.au/dataset/asgsed3/ILOC/10500205
143,10500301,Bathurst,105003,Bathurst,105,Riverina - Orange,1,New South Wales,AUS,Australia,3809.6,http://linked.data.gov.au/dataset/asgsed3/ILOC/10500301
144,10500401,Blayney - Cabonne,105004,Blayney - Cabonne,105,Riverina - Orange,1,New South Wales,AUS,Australia,6735.0681,http://linked.data.gov.au/dataset/asgsed3/ILOC/10500401
145,10500501,Carrathool - Murrumbidgee - Surrounds,105005,Carrathool - Murrumbidgee,105,Riverina - Orange,1,New South Wales,AUS,Australia,20426.5561,http://linked.data.gov.au/dataset/asgsed3/ILOC/10500501
146,10500502,Darlington Point,105005,Carrathool - Murrumbidgee,105,Riverina - Orange,1,New South Wales,AUS,Australia,4.3483,http://linked.data.gov.au/dataset/asgsed3/ILOC/10500502
147,10500503,Hillston,105005,Carrathool - Murrumbidgee,105,Riverina - Orange,1,New South Wales,AUS,Australia,6.3583,http://linked.data.gov.au/dataset/asgsed3/ILOC/10500503
148,10500601,Central Murray,105006,Central Murray,105,Riverina - Orange,1,New South Wales,AUS,Australia,33818.6148,http://linked.data.gov.au/dataset/asgsed3/ILOC/10500601
149,10500701,Coolamon - Temora - West Wyalong,105007,Coolamon - Temora - West Wyalong,105,Riverina - Orange,1,New South Wales,AUS,Australia,16807.2401,http://linked.data.gov.au/dataset/asgsed3/ILOC/10500701
150,10500801,Cootamundra,105008,Cootamundra,105,Riverina - Orange,1,New South Wales,AUS,Australia,1656.1222,http://linked.data.gov.au/dataset/asgsed3/ILOC/10500801
151,10500901,Cowra,105009,Cowra,105,Riverina - Orange,1,New South Wales,AUS,Australia,2897.876,http://linked.data.gov.au/dataset/asgsed3/ILOC/10500901
152,10501001,Deniliquin,105010,Deniliquin - Murray,105,Riverina - Orange,1,New South Wales,AUS,Australia,143.2081,http://linked.data.gov.au/dataset/asgsed3/ILOC/10501001
153,10501002,Murray,105010,Deniliquin - Murray,105,Riverina - Orange,1,New South Wales,AUS,Australia,4342.8234,http://linked.data.gov.au/dataset/asgsed3/ILOC/10501002
